# Generated from UNIDATA/SpecialCasing.txt and UNIDATA/UnicodeData.txt.
0x1FD7 ( "\u1FD7" "\u0399\u0308\u0342" "\u0399\u0308\u0342" )
0x1FE2 ( "\u1FE2" "\u03A5\u0308\u0300" "\u03A5\u0308\u0300" )
0x1FE3 ( "\u1FE3" "\u03A5\u0308\u0301" "\u03A5\u0308\u0301" )
0x1FE4 ( "\u1FE4" "\u03A1\u0313" "\u03A1\u0313" )
0x1FE6 ( "\u1FE6" "\u03A5\u0342" "\u03A5\u0342" )
0x1FE7 ( "\u1FE7" "\u03A5\u0308\u0342" "\u03A5\u0308\u0342" )
0x1FF6 ( "\u1FF6" "\u03A9\u0342" "\u03A9\u0342" )
0x1F80 ( "\u1F80" "\u1F88" "\u1F08\u0399" )
0x1F81 ( "\u1F81" "\u1F89" "\u1F09\u0399" )
0x1F82 ( "\u1F82" "\u1F8A" "\u1F0A\u0399" )
0x1F83 ( "\u1F83" "\u1F8B" "\u1F0B\u0399" )
0x1F84 ( "\u1F84" "\u1F8C" "\u1F0C\u0399" )
0x1F85 ( "\u1F85" "\u1F8D" "\u1F0D\u0399" )
0x1F86 ( "\u1F86" "\u1F8E" "\u1F0E\u0399" )
0x1F87 ( "\u1F87" "\u1F8F" "\u1F0F\u0399" )
0x1F88 ( "\u1F80" "\u1F88" "\u1F08\u0399" )
0x1F89 ( "\u1F81" "\u1F89" "\u1F09\u0399" )
0x1F8A ( "\u1F82" "\u1F8A" "\u1F0A\u0399" )
0x1F8B ( "\u1F83" "\u1F8B" "\u1F0B\u0399" )
0x1F8C ( "\u1F84" "\u1F8C" "\u1F0C\u0399" )
0x1F8D ( "\u1F85" "\u1F8D" "\u1F0D\u0399" )
0x1F8E ( "\u1F86" "\u1F8E" "\u1F0E\u0399" )
0x1F8F ( "\u1F87" "\u1F8F" "\u1F0F\u0399" )
0x1F90 ( "\u1F90" "\u1F98" "\u1F28\u0399" )
0x1F91 ( "\u1F91" "\u1F99" "\u1F29\u0399" )
0x1F92 ( "\u1F92" "\u1F9A" "\u1F2A\u0399" )
0x1F93 ( "\u1F93" "\u1F9B" "\u1F2B\u0399" )
0x1F94 ( "\u1F94" "\u1F9C" "\u1F2C\u0399" )
0x1F95 ( "\u1F95" "\u1F9D" "\u1F2D\u0399" )
0x1F96 ( "\u1F96" "\u1F9E" "\u1F2E\u0399" )
0x1F97 ( "\u1F97" "\u1F9F" "\u1F2F\u0399" )
0x1F98 ( "\u1F90" "\u1F98" "\u1F28\u0399" )
0x1F99 ( "\u1F91" "\u1F99" "\u1F29\u0399" )
0x1F9A ( "\u1F92" "\u1F9A" "\u1F2A\u0399" )
0x1F9B ( "\u1F93" "\u1F9B" "\u1F2B\u0399" )
0x1F9C ( "\u1F94" "\u1F9C" "\u1F2C\u0399" )
0x1F9D ( "\u1F95" "\u1F9D" "\u1F2D\u0399" )
0x1F9E ( "\u1F96" "\u1F9E" "\u1F2E\u0399" )
0x1F9F ( "\u1F97" "\u1F9F" "\u1F2F\u0399" )
0x1FA0 ( "\u1FA0" "\u1FA8" "\u1F68\u0399" )
0x1FA1 ( "\u1FA1" "\u1FA9" "\u1F69\u0399" )
0x1FA2 ( "\u1FA2" "\u1FAA" "\u1F6A\u0399" )
0x1FA3 ( "\u1FA3" "\u1FAB" "\u1F6B\u0399" )
0x1FA4 ( "\u1FA4" "\u1FAC" "\u1F6C\u0399" )
0x1FA5 ( "\u1FA5" "\u1FAD" "\u1F6D\u0399" )
0x1FA6 ( "\u1FA6" "\u1FAE" "\u1F6E\u0399" )
0x1FA7 ( "\u1FA7" "\u1FAF" "\u1F6F\u0399" )
0x1FA8 ( "\u1FA0" "\u1FA8" "\u1F68\u0399" )
0x1FA9 ( "\u1FA1" "\u1FA9" "\u1F69\u0399" )
0x1FAA ( "\u1FA2" "\u1FAA" "\u1F6A\u0399" )
0x1FAB ( "\u1FA3" "\u1FAB" "\u1F6B\u0399" )
0x1FAC ( "\u1FA4" "\u1FAC" "\u1F6C\u0399" )
0x1FAD ( "\u1FA5" "\u1FAD" "\u1F6D\u0399" )
0x1FAE ( "\u1FA6" "\u1FAE" "\u1F6E\u0399" )
0x1FAF ( "\u1FA7" "\u1FAF" "\u1F6F\u0399" )
0x1FB3 ( "\u1FB3" "\u1FBC" "\u0391\u0399" )
0x1FBC ( "\u1FB3" "\u1FBC" "\u0391\u0399" )
0x1FC3 ( "\u1FC3" "\u1FCC" "\u0397\u0399" )
0x1FCC ( "\u1FC3" "\u1FCC" "\u0397\u0399" )
0x1FF3 ( "\u1FF3" "\u1FFC" "\u03A9\u0399" )
0x1FFC ( "\u1FF3" "\u1FFC" "\u03A9\u0399" )
0x1FB2 ( "\u1FB2" "\u1FBA\u0345" "\u1FBA\u0399" )
0x1FB4 ( "\u1FB4" "\u0386\u0345" "\u0386\u0399" )
0x1FC2 ( "\u1FC2" "\u1FCA\u0345" "\u1FCA\u0399" )
0x1FC4 ( "\u1FC4" "\u0389\u0345" "\u0389\u0399" )
0x1FF2 ( "\u1FF2" "\u1FFA\u0345" "\u1FFA\u0399" )
0x1FF4 ( "\u1FF4" "\u038F\u0345" "\u038F\u0399" )
0x1FB7 ( "\u1FB7" "\u0391\u0342\u0345" "\u0391\u0342\u0399" )
0x1FC7 ( "\u1FC7" "\u0397\u0342\u0345" "\u0397\u0342\u0399" )
0x1FF7 ( "\u1FF7" "\u03A9\u0342\u0345" "\u03A9\u0342\u0399" )
0x0041 ( "\u0061" "\u0041" "\u0041" )
0x0042 ( "\u0062" "\u0042" "\u0042" )
0x0043 ( "\u0063" "\u0043" "\u0043" )
0x0044 ( "\u0064" "\u0044" "\u0044" )
0x0045 ( "\u0065" "\u0045" "\u0045" )
0x0046 ( "\u0066" "\u0046" "\u0046" )
0x0047 ( "\u0067" "\u0047" "\u0047" )
0x0048 ( "\u0068" "\u0048" "\u0048" )
0x0049 ( "\u0069" "\u0049" "\u0049" )
0x004A ( "\u006A" "\u004A" "\u004A" )
0x004B ( "\u006B" "\u004B" "\u004B" )
0x004C ( "\u006C" "\u004C" "\u004C" )
0x004D ( "\u006D" "\u004D" "\u004D" )
0x004E ( "\u006E" "\u004E" "\u004E" )
0x004F ( "\u006F" "\u004F" "\u004F" )
0x0050 ( "\u0070" "\u0050" "\u0050" )
0x0051 ( "\u0071" "\u0051" "\u0051" )
0x0052 ( "\u0072" "\u0052" "\u0052" )
0x0053 ( "\u0073" "\u0053" "\u0053" )
0x0054 ( "\u0074" "\u0054" "\u0054" )
0x0055 ( "\u0075" "\u0055" "\u0055" )
0x0056 ( "\u0076" "\u0056" "\u0056" )
0x0057 ( "\u0077" "\u0057" "\u0057" )
0x0058 ( "\u0078" "\u0058" "\u0058" )
0x0059 ( "\u0079" "\u0059" "\u0059" )
0x005A ( "\u007A" "\u005A" "\u005A" )
0x0061 ( "\u0061" "\u0041" "\u0041" )
0x0062 ( "\u0062" "\u0042" "\u0042" )
0x0063 ( "\u0063" "\u0043" "\u0043" )
0x0064 ( "\u0064" "\u0044" "\u0044" )
0x0065 ( "\u0065" "\u0045" "\u0045" )
0x0066 ( "\u0066" "\u0046" "\u0046" )
0x0067 ( "\u0067" "\u0047" "\u0047" )
0x0068 ( "\u0068" "\u0048" "\u0048" )
0x0069 ( "\u0069" "\u0049" "\u0049" )
0x006A ( "\u006A" "\u004A" "\u004A" )
0x006B ( "\u006B" "\u004B" "\u004B" )
0x006C ( "\u006C" "\u004C" "\u004C" )
0x006D ( "\u006D" "\u004D" "\u004D" )
0x006E ( "\u006E" "\u004E" "\u004E" )
0x006F ( "\u006F" "\u004F" "\u004F" )
0x0070 ( "\u0070" "\u0050" "\u0050" )
0x0071 ( "\u0071" "\u0051" "\u0051" )
0x0072 ( "\u0072" "\u0052" "\u0052" )
0x0073 ( "\u0073" "\u0053" "\u0053" )
0x0074 ( "\u0074" "\u0054" "\u0054" )
0x0075 ( "\u0075" "\u0055" "\u0055" )
0x0076 ( "\u0076" "\u0056" "\u0056" )
0x0077 ( "\u0077" "\u0057" "\u0057" )
0x0078 ( "\u0078" "\u0058" "\u0058" )
0x0079 ( "\u0079" "\u0059" "\u0059" )
0x007A ( "\u007A" "\u005A" "\u005A" )
0x00B5 ( "\u00B5" "\u039C" "\u039C" )
0x00CA ( "\u00EA" "\u00CA" "\u00CA" )
0x00CB ( "\u00EB" "\u00CB" "\u00CB" )
0x00CC ( "\u00EC" "\u00CC" "\u00CC" )
0x00CD ( "\u00ED" "\u00CD" "\u00CD" )
0x00CE ( "\u00EE" "\u00CE" "\u00CE" )
0x00CF ( "\u00EF" "\u00CF" "\u00CF" )
0x00D0 ( "\u00F0" "\u00D0" "\u00D0" )
0x00D1 ( "\u00F1" "\u00D1" "\u00D1" )
0x00D2 ( "\u00F2" "\u00D2" "\u00D2" )
0x00D3 ( "\u00F3" "\u00D3" "\u00D3" )
0x00D4 ( "\u00F4" "\u00D4" "\u00D4" )
0x00D5 ( "\u00F5" "\u00D5" "\u00D5" )
0x00D6 ( "\u00F6" "\u00D6" "\u00D6" )
0x00D8 ( "\u00F8" "\u00D8" "\u00D8" )
0x00D9 ( "\u00F9" "\u00D9" "\u00D9" )
0x00DA ( "\u00FA" "\u00DA" "\u00DA" )
0x00DB ( "\u00FB" "\u00DB" "\u00DB" )
0x00DC ( "\u00FC" "\u00DC" "\u00DC" )
0x00DD ( "\u00FD" "\u00DD" "\u00DD" )
0x00DE ( "\u00FE" "\u00DE" "\u00DE" )
0x00E0 ( "\u00E0" "\u00C0" "\u00C0" )
0x00E1 ( "\u00E1" "\u00C1" "\u00C1" )
0x00E2 ( "\u00E2" "\u00C2" "\u00C2" )
0x00E3 ( "\u00E3" "\u00C3" "\u00C3" )
0x00E4 ( "\u00E4" "\u00C4" "\u00C4" )
0x00E5 ( "\u00E5" "\u00C5" "\u00C5" )
0x00E6 ( "\u00E6" "\u00C6" "\u00C6" )
0x00E7 ( "\u00E7" "\u00C7" "\u00C7" )
0x00E8 ( "\u00E8" "\u00C8" "\u00C8" )
0x00E9 ( "\u00E9" "\u00C9" "\u00C9" )
0x00EA ( "\u00EA" "\u00CA" "\u00CA" )
0x00EB ( "\u00EB" "\u00CB" "\u00CB" )
0x00EC ( "\u00EC" "\u00CC" "\u00CC" )
0x00ED ( "\u00ED" "\u00CD" "\u00CD" )
0x00EE ( "\u00EE" "\u00CE" "\u00CE" )
0x00EF ( "\u00EF" "\u00CF" "\u00CF" )
0x00F0 ( "\u00F0" "\u00D0" "\u00D0" )
0x00F1 ( "\u00F1" "\u00D1" "\u00D1" )
0x00F2 ( "\u00F2" "\u00D2" "\u00D2" )
0x00F3 ( "\u00F3" "\u00D3" "\u00D3" )
0x00F4 ( "\u00F4" "\u00D4" "\u00D4" )
0x00F5 ( "\u00F5" "\u00D5" "\u00D5" )
0x00F6 ( "\u00F6" "\u00D6" "\u00D6" )
0x00F8 ( "\u00F8" "\u00D8" "\u00D8" )
0x00F9 ( "\u00F9" "\u00D9" "\u00D9" )
0x00FA ( "\u00FA" "\u00DA" "\u00DA" )
0x00FB ( "\u00FB" "\u00DB" "\u00DB" )
0x00FC ( "\u00FC" "\u00DC" "\u00DC" )
0x00FD ( "\u00FD" "\u00DD" "\u00DD" )
0x00FE ( "\u00FE" "\u00DE" "\u00DE" )
0x00FF ( "\u00FF" "\u0178" "\u0178" )
0x0100 ( "\u0101" "\u0100" "\u0100" )
0x0101 ( "\u0101" "\u0100" "\u0100" )
0x0102 ( "\u0103" "\u0102" "\u0102" )
0x0103 ( "\u0103" "\u0102" "\u0102" )
0x0104 ( "\u0105" "\u0104" "\u0104" )
0x0105 ( "\u0105" "\u0104" "\u0104" )
0x0106 ( "\u0107" "\u0106" "\u0106" )
0x0107 ( "\u0107" "\u0106" "\u0106" )
0x0108 ( "\u0109" "\u0108" "\u0108" )
0x0109 ( "\u0109" "\u0108" "\u0108" )
0x010A ( "\u010B" "\u010A" "\u010A" )
0x010B ( "\u010B" "\u010A" "\u010A" )
0x010C ( "\u010D" "\u010C" "\u010C" )
0x010D ( "\u010D" "\u010C" "\u010C" )
0x010E ( "\u010F" "\u010E" "\u010E" )
0x010F ( "\u010F" "\u010E" "\u010E" )
0x0110 ( "\u0111" "\u0110" "\u0110" )
0x0111 ( "\u0111" "\u0110" "\u0110" )
0x0112 ( "\u0113" "\u0112" "\u0112" )
0x0113 ( "\u0113" "\u0112" "\u0112" )
0x0114 ( "\u0115" "\u0114" "\u0114" )
0x0115 ( "\u0115" "\u0114" "\u0114" )
0x0116 ( "\u0117" "\u0116" "\u0116" )
0x0117 ( "\u0117" "\u0116" "\u0116" )
0x0118 ( "\u0119" "\u0118" "\u0118" )
0x0119 ( "\u0119" "\u0118" "\u0118" )
0x011A ( "\u011B" "\u011A" "\u011A" )
0x011B ( "\u011B" "\u011A" "\u011A" )
0x011C ( "\u011D" "\u011C" "\u011C" )
0x011D ( "\u011D" "\u011C" "\u011C" )
0x011E ( "\u011F" "\u011E" "\u011E" )
0x011F ( "\u011F" "\u011E" "\u011E" )
0x0120 ( "\u0121" "\u0120" "\u0120" )
0x0121 ( "\u0121" "\u0120" "\u0120" )
0x0122 ( "\u0123" "\u0122" "\u0122" )
0x0123 ( "\u0123" "\u0122" "\u0122" )
0x0124 ( "\u0125" "\u0124" "\u0124" )
0x0125 ( "\u0125" "\u0124" "\u0124" )
0x0126 ( "\u0127" "\u0126" "\u0126" )
0x0127 ( "\u0127" "\u0126" "\u0126" )
0x0128 ( "\u0129" "\u0128" "\u0128" )
0x0129 ( "\u0129" "\u0128" "\u0128" )
0x012A ( "\u012B" "\u012A" "\u012A" )
0x012B ( "\u012B" "\u012A" "\u012A" )
0x012C ( "\u012D" "\u012C" "\u012C" )
0x012D ( "\u012D" "\u012C" "\u012C" )
0x012E ( "\u012F" "\u012E" "\u012E" )
0x012F ( "\u012F" "\u012E" "\u012E" )
0x0131 ( "\u0131" "\u0049" "\u0049" )
0x0132 ( "\u0133" "\u0132" "\u0132" )
0x0133 ( "\u0133" "\u0132" "\u0132" )
0x0134 ( "\u0135" "\u0134" "\u0134" )
0x0135 ( "\u0135" "\u0134" "\u0134" )
0x0136 ( "\u0137" "\u0136" "\u0136" )
0x0137 ( "\u0137" "\u0136" "\u0136" )
0x0139 ( "\u013A" "\u0139" "\u0139" )
0x013A ( "\u013A" "\u0139" "\u0139" )
0x013B ( "\u013C" "\u013B" "\u013B" )
0x013C ( "\u013C" "\u013B" "\u013B" )
0x013D ( "\u013E" "\u013D" "\u013D" )
0x013E ( "\u013E" "\u013D" "\u013D" )
0x013F ( "\u0140" "\u013F" "\u013F" )
0x0140 ( "\u0140" "\u013F" "\u013F" )
0x0141 ( "\u0142" "\u0141" "\u0141" )
0x0142 ( "\u0142" "\u0141" "\u0141" )
0x0143 ( "\u0144" "\u0143" "\u0143" )
0x0144 ( "\u0144" "\u0143" "\u0143" )
0x0145 ( "\u0146" "\u0145" "\u0145" )
0x0146 ( "\u0146" "\u0145" "\u0145" )
0x0147 ( "\u0148" "\u0147" "\u0147" )
0x0148 ( "\u0148" "\u0147" "\u0147" )
0x014A ( "\u014B" "\u014A" "\u014A" )
0x014B ( "\u014B" "\u014A" "\u014A" )
0x014C ( "\u014D" "\u014C" "\u014C" )
0x014D ( "\u014D" "\u014C" "\u014C" )
0x014E ( "\u014F" "\u014E" "\u014E" )
0x014F ( "\u014F" "\u014E" "\u014E" )
0x0150 ( "\u0151" "\u0150" "\u0150" )
0x0151 ( "\u0151" "\u0150" "\u0150" )
0x0152 ( "\u0153" "\u0152" "\u0152" )
0x0153 ( "\u0153" "\u0152" "\u0152" )
0x0154 ( "\u0155" "\u0154" "\u0154" )
0x0155 ( "\u0155" "\u0154" "\u0154" )
0x0156 ( "\u0157" "\u0156" "\u0156" )
0x0157 ( "\u0157" "\u0156" "\u0156" )
0x0158 ( "\u0159" "\u0158" "\u0158" )
0x0159 ( "\u0159" "\u0158" "\u0158" )
0x015A ( "\u015B" "\u015A" "\u015A" )
0x015B ( "\u015B" "\u015A" "\u015A" )
0x015C ( "\u015D" "\u015C" "\u015C" )
0x015D ( "\u015D" "\u015C" "\u015C" )
0x015E ( "\u015F" "\u015E" "\u015E" )
0x015F ( "\u015F" "\u015E" "\u015E" )
0x0160 ( "\u0161" "\u0160" "\u0160" )
0x0161 ( "\u0161" "\u0160" "\u0160" )
0x0162 ( "\u0163" "\u0162" "\u0162" )
0x0163 ( "\u0163" "\u0162" "\u0162" )
0x0164 ( "\u0165" "\u0164" "\u0164" )
0x0165 ( "\u0165" "\u0164" "\u0164" )
0x0166 ( "\u0167" "\u0166" "\u0166" )
0x0167 ( "\u0167" "\u0166" "\u0166" )
0x0168 ( "\u0169" "\u0168" "\u0168" )
0x0169 ( "\u0169" "\u0168" "\u0168" )
0x016A ( "\u016B" "\u016A" "\u016A" )
0x016B ( "\u016B" "\u016A" "\u016A" )
0x016C ( "\u016D" "\u016C" "\u016C" )
0x016D ( "\u016D" "\u016C" "\u016C" )
0x016E ( "\u016F" "\u016E" "\u016E" )
0x016F ( "\u016F" "\u016E" "\u016E" )
0x0170 ( "\u0171" "\u0170" "\u0170" )
0x0171 ( "\u0171" "\u0170" "\u0170" )
0x0172 ( "\u0173" "\u0172" "\u0172" )
0x0173 ( "\u0173" "\u0172" "\u0172" )
0x0174 ( "\u0175" "\u0174" "\u0174" )
0x0175 ( "\u0175" "\u0174" "\u0174" )
0x0176 ( "\u0177" "\u0176" "\u0176" )
0x0177 ( "\u0177" "\u0176" "\u0176" )
0x0178 ( "\u00FF" "\u0178" "\u0178" )
0x0179 ( "\u017A" "\u0179" "\u0179" )
0x017A ( "\u017A" "\u0179" "\u0179" )
0x017B ( "\u017C" "\u017B" "\u017B" )
0x017C ( "\u017C" "\u017B" "\u017B" )
0x017D ( "\u017E" "\u017D" "\u017D" )
0x017E ( "\u017E" "\u017D" "\u017D" )
0x017F ( "\u017F" "\u0053" "\u0053" )
0x0180 ( "\u0180" "\u0243" "\u0243" )
0x0181 ( "\u0253" "\u0181" "\u0181" )
0x0182 ( "\u0183" "\u0182" "\u0182" )
0x0183 ( "\u0183" "\u0182" "\u0182" )
0x0184 ( "\u0185" "\u0184" "\u0184" )
0x0185 ( "\u0185" "\u0184" "\u0184" )
0x0186 ( "\u0254" "\u0186" "\u0186" )
0x0187 ( "\u0188" "\u0187" "\u0187" )
0x0188 ( "\u0188" "\u0187" "\u0187" )
0x0189 ( "\u0256" "\u0189" "\u0189" )
0x018A ( "\u0257" "\u018A" "\u018A" )
0x018B ( "\u018C" "\u018B" "\u018B" )
0x018C ( "\u018C" "\u018B" "\u018B" )
0x018E ( "\u01DD" "\u018E" "\u018E" )
0x018F ( "\u0259" "\u018F" "\u018F" )
0x0190 ( "\u025B" "\u0190" "\u0190" )
0x0191 ( "\u0192" "\u0191" "\u0191" )
0x0192 ( "\u0192" "\u0191" "\u0191" )
0x0193 ( "\u0260" "\u0193" "\u0193" )
0x0194 ( "\u0263" "\u0194" "\u0194" )
0x0195 ( "\u0195" "\u01F6" "\u01F6" )
0x0196 ( "\u0269" "\u0196" "\u0196" )
0x0197 ( "\u0268" "\u0197" "\u0197" )
0x0198 ( "\u0199" "\u0198" "\u0198" )
0x0199 ( "\u0199" "\u0198" "\u0198" )
0x019A ( "\u019A" "\u023D" "\u023D" )
0x019C ( "\u026F" "\u019C" "\u019C" )
0x019D ( "\u0272" "\u019D" "\u019D" )
0x019E ( "\u019E" "\u0220" "\u0220" )
0x019F ( "\u0275" "\u019F" "\u019F" )
0x01A0 ( "\u01A1" "\u01A0" "\u01A0" )
0x01A1 ( "\u01A1" "\u01A0" "\u01A0" )
0x01A2 ( "\u01A3" "\u01A2" "\u01A2" )
0x01A3 ( "\u01A3" "\u01A2" "\u01A2" )
0x01A4 ( "\u01A5" "\u01A4" "\u01A4" )
0x01A5 ( "\u01A5" "\u01A4" "\u01A4" )
0x01A6 ( "\u0280" "\u01A6" "\u01A6" )
0x01A7 ( "\u01A8" "\u01A7" "\u01A7" )
0x01A8 ( "\u01A8" "\u01A7" "\u01A7" )
0x01A9 ( "\u0283" "\u01A9" "\u01A9" )
0x01AC ( "\u01AD" "\u01AC" "\u01AC" )
0x01AD ( "\u01AD" "\u01AC" "\u01AC" )
0x01AE ( "\u0288" "\u01AE" "\u01AE" )
0x01AF ( "\u01B0" "\u01AF" "\u01AF" )
0x01B0 ( "\u01B0" "\u01AF" "\u01AF" )
0x01B1 ( "\u028A" "\u01B1" "\u01B1" )
0x01B2 ( "\u028B" "\u01B2" "\u01B2" )
0x01B3 ( "\u01B4" "\u01B3" "\u01B3" )
0x01B4 ( "\u01B4" "\u01B3" "\u01B3" )
0x01B5 ( "\u01B6" "\u01B5" "\u01B5" )
0x01B6 ( "\u01B6" "\u01B5" "\u01B5" )
0x01B7 ( "\u0292" "\u01B7" "\u01B7" )
0x01B8 ( "\u01B9" "\u01B8" "\u01B8" )
0x01B9 ( "\u01B9" "\u01B8" "\u01B8" )
0x01BC ( "\u01BD" "\u01BC" "\u01BC" )
0x01BD ( "\u01BD" "\u01BC" "\u01BC" )
0x01BF ( "\u01BF" "\u01F7" "\u01F7" )
0x01C4 ( "\u01C6" "\u01C5" "\u01C4" )
0x01C5 ( "\u01C6" "\u01C5" "\u01C4" )
0x01C6 ( "\u01C6" "\u01C5" "\u01C4" )
0x01C7 ( "\u01C9" "\u01C8" "\u01C7" )
0x01C8 ( "\u01C9" "\u01C8" "\u01C7" )
0x01C9 ( "\u01C9" "\u01C8" "\u01C7" )
0x01CA ( "\u01CC" "\u01CB" "\u01CA" )
0x01CB ( "\u01CC" "\u01CB" "\u01CA" )
0x01CC ( "\u01CC" "\u01CB" "\u01CA" )
0x01CD ( "\u01CE" "\u01CD" "\u01CD" )
0x01CE ( "\u01CE" "\u01CD" "\u01CD" )
0x01CF ( "\u01D0" "\u01CF" "\u01CF" )
0x01D0 ( "\u01D0" "\u01CF" "\u01CF" )
0x01D1 ( "\u01D2" "\u01D1" "\u01D1" )
0x01D2 ( "\u01D2" "\u01D1" "\u01D1" )
0x01D3 ( "\u01D4" "\u01D3" "\u01D3" )
0x01D4 ( "\u01D4" "\u01D3" "\u01D3" )
0x01D5 ( "\u01D6" "\u01D5" "\u01D5" )
0x01D6 ( "\u01D6" "\u01D5" "\u01D5" )
0x01D7 ( "\u01D8" "\u01D7" "\u01D7" )
0x01D8 ( "\u01D8" "\u01D7" "\u01D7" )
0x01D9 ( "\u01DA" "\u01D9" "\u01D9" )
0x01DA ( "\u01DA" "\u01D9" "\u01D9" )
0x01DB ( "\u01DC" "\u01DB" "\u01DB" )
0x01DC ( "\u01DC" "\u01DB" "\u01DB" )
0x01DD ( "\u01DD" "\u018E" "\u018E" )
0x01DE ( "\u01DF" "\u01DE" "\u01DE" )
0x01DF ( "\u01DF" "\u01DE" "\u01DE" )
0x01E0 ( "\u01E1" "\u01E0" "\u01E0" )
0x01E1 ( "\u01E1" "\u01E0" "\u01E0" )
0x01E2 ( "\u01E3" "\u01E2" "\u01E2" )
0x01E3 ( "\u01E3" "\u01E2" "\u01E2" )
0x01E4 ( "\u01E5" "\u01E4" "\u01E4" )
0x01E5 ( "\u01E5" "\u01E4" "\u01E4" )
0x01E6 ( "\u01E7" "\u01E6" "\u01E6" )
0x01E7 ( "\u01E7" "\u01E6" "\u01E6" )
0x01E8 ( "\u01E9" "\u01E8" "\u01E8" )
0x01E9 ( "\u01E9" "\u01E8" "\u01E8" )
0x01EA ( "\u01EB" "\u01EA" "\u01EA" )
0x01EB ( "\u01EB" "\u01EA" "\u01EA" )
0x01EC ( "\u01ED" "\u01EC" "\u01EC" )
0x01ED ( "\u01ED" "\u01EC" "\u01EC" )
0x01EE ( "\u01EF" "\u01EE" "\u01EE" )
0x01EF ( "\u01EF" "\u01EE" "\u01EE" )
0x01F1 ( "\u01F3" "\u01F2" "\u01F1" )
0x01F2 ( "\u01F3" "\u01F2" "\u01F1" )
0x01F3 ( "\u01F3" "\u01F2" "\u01F1" )
0x01F4 ( "\u01F5" "\u01F4" "\u01F4" )
0x01F5 ( "\u01F5" "\u01F4" "\u01F4" )
0x01F6 ( "\u0195" "\u01F6" "\u01F6" )
0x01F7 ( "\u01BF" "\u01F7" "\u01F7" )
0x01F8 ( "\u01F9" "\u01F8" "\u01F8" )
0x01F9 ( "\u01F9" "\u01F8" "\u01F8" )
0x01FA ( "\u01FB" "\u01FA" "\u01FA" )
0x01FB ( "\u01FB" "\u01FA" "\u01FA" )
0x01FC ( "\u01FD" "\u01FC" "\u01FC" )
0x01FD ( "\u01FD" "\u01FC" "\u01FC" )
0x01FE ( "\u01FF" "\u01FE" "\u01FE" )
0x01FF ( "\u01FF" "\u01FE" "\u01FE" )
0x0200 ( "\u0201" "\u0200" "\u0200" )
0x0201 ( "\u0201" "\u0200" "\u0200" )
0x0202 ( "\u0203" "\u0202" "\u0202" )
0x0203 ( "\u0203" "\u0202" "\u0202" )
0x0204 ( "\u0205" "\u0204" "\u0204" )
0x0205 ( "\u0205" "\u0204" "\u0204" )
